Date,XLF,rv
1999-03-29,0.022277902215381395,3.660130133587302e-05
1999-03-30,-0.011695533242265022,2.814057600142857e-05
1999-03-31,-0.011834642460395894,4.5228958730158726e-05
1999-04-01,0.0025030587063596954,4.1989517500000005e-06
1999-04-05,0.01980237354547798,1.98144660175e-05
1999-04-06,-0.007380359802847014,0.00030654796714682536
1999-04-07,0.026798726396645378,0.00027778590175000004
1999-04-08,0.017868153027193134,9.250590381349209e-05
1999-04-09,-0.002364516590506849,1.7337872620039687e-05
1999-04-12,0.01759588976683224,0.00013580027809920634
1999-04-13,-0.0011633255992151703,0.00011325013581349206
1999-04-14,-0.012888250317974137,0.00020497228781349205
1999-04-15,-0.009478028800165461,5.172535277777777e-05
1999-04-16,-0.004773363657293306,0.0002451610406706349
1999-04-19,0.0,0.0005670030000039681
1999-04-20,0.013071595198322683,5.221307876587302e-05
1999-04-21,0.015231373176325391,3.962525878111111e-05
1999-04-22,0.01041069579355991,2.883445954861111e-05
1999-04-23,-0.003457579231227026,9.29790914325397e-05
1999-04-26,-0.015125617735312513,0.0002959471995277777
1999-04-27,0.017432142066758693,0.00029255202539682534
1999-04-28,-0.005776967127634425,0.00014737114889285712
1999-04-29,0.0034704427961882445,0.0002712751253968255
1999-04-30,-0.013953968270648431,0.0007194634460357142
1999-05-03,0.01164153410514901,0.00012736854101587304
1999-05-04,-0.031749159365789925,0.00021698124958730158
1999-05-05,0.005956703487786541,0.00022629142857142858
1999-05-06,-0.016767353125840323,0.0001303230685873016
1999-05-07,0.019139322004603443,6.73268453373016e-05
1999-05-10,-0.0035599552602532114,0.00023743477333730158
1999-05-11,0.011819760126019485,3.401057978134921e-06
1999-05-12,0.014002673502785168,0.00011271045644444443
1999-05-13,0.00922688070083355,3.652709915571428e-05
1999-05-14,-0.03148935906938499,0.00018463406432142856
1999-05-17,-0.019139322004603443,0.0003570857165714286
1999-05-18,0.002412553483954749,0.00021699609657142857
1999-05-19,0.007203604748407422,0.00013714993834920634
1999-05-20,-0.013245558979443128,0.0002809065703214286
1999-05-21,-0.0024273434654769055,1.6929723214285714e-06
1999-05-24,-0.02211413921041716,0.00015602432914285712
1999-05-25,-0.026433097275269102,0.00044323407644444445
1999-05-26,0.03200737820639965,0.0003516687573968254
1999-05-27,-0.024383431949387635,9.205809809920636e-05
1999-05-28,0.015698797149027666,2.1461481703214287e-05
1999-06-01,-0.014433850195817222,5.994984025396824e-05
1999-06-02,-0.0063410346986256805,8.301532448015872e-05
1999-06-03,-0.0006361776535217523,0.0002781345834325397
1999-06-04,0.018291160104384474,2.309317765714285e-06
1999-06-07,0.018576204783304018,0.00011422965434920636
1999-06-08,-0.017951943734945797,8.922739048015872e-05
1999-06-09,-0.002501260358479307,4.9366803214285705e-06
1999-06-10,-0.018963722382158377,5.372138057142857e-05
1999-06-11,0.0019126611578839103,0.0002670214190634921
1999-06-14,-0.005108262353195947,3.305994988099207e-05
1999-06-15,0.005108262353195947,1.6436985906349209e-06
1999-06-16,0.025779011591359424,1.3763761506706348e-05
1999-06-17,0.019060498526698666,0.0001597062579206349
1999-06-18,0.0015520603815319944,1.3410914004801588e-05
1999-06-21,0.0060794050884487305,5.1088516765873016e-05
1999-06-22,-0.010969406370131995,3.4575951085873015e-05
1999-06-23,-0.009851944022510217,6.195933343253967e-05
1999-06-24,-0.01622010904632676,0.00017827013574999999
1999-06-25,0.002512337781080287,2.0224673683968255e-05
1999-06-28,0.022947333304823125,0.00015275260001587304
1999-06-29,0.0030608278332429073,1.5964072511468253e-05
1999-06-30,0.020569035855366735,0.0006981046180992064
1999-07-01,0.010720619274610765,0.00024141358134920635
1999-07-02,0.0,7.213084001587301e-05
1999-07-06,0.008259917050622345,0.00016079875952777778
1999-07-07,-0.003531540183079329,2.4595751885873015e-05
1999-07-08,-0.003544276983775241,8.159580834325396e-06
1999-07-12,-0.008308786415197833,8.945797238134919e-06
1999-07-13,-0.010785373021799494,3.139172595571428e-09
1999-07-14,0.002406897103321093,0.00010844860803571427
1999-07-15,0.008973932759839265,5.8045893492063504e-06
1999-07-16,0.005345795074741311,1.2741305142857143e-05
1999-07-19,-0.007134195201407678,4.8876120480158725e-05
1999-07-20,-0.012609540115511297,6.431377876587302e-05
1999-07-21,-0.011545919813058525,0.0001921053991111111
1999-07-22,0.0012212570737895057,1.7945466006349204e-06
1999-07-23,-0.011049988067089345,0.00019323511468253969
1999-07-26,0.003696989382489413,4.793558914285715e-05
1999-07-27,0.013439276087285013,0.00011218674444444446
1999-07-28,-0.012209748120918906,6.516529209920636e-05
1999-07-29,-0.014851261016306072,1.4410844241428572e-05
1999-07-30,-0.022700122254427413,0.0003387015520000001
1999-08-02,-0.0051147975839316295,0.0014294048834325398
1999-08-03,-0.012904168035285934,0.00011220809657142857
1999-08-04,-0.013072128330569921,0.0006232949803214286
1999-08-05,0.0039401420017384226,0.00038216646914285713
1999-08-06,-0.026562654804731523,0.0001961532892857143
1999-08-09,0.002688684561732213,0.00012586298744444446
1999-08-10,-0.017603634050498584,0.0001967342471468254
1999-08-11,0.018945228611604747,0.0003677514401944444
1999-08-12,0.0046808350821758715,0.00015865715125396826
1999-08-13,0.03216514510365265,6.237953525396824e-05
1999-08-16,-0.0038834725117165014,5.066457295873017e-06
1999-08-17,0.0356728423752215,7.087905003571428e-05
1999-08-18,-0.010695459027991738,3.165373221730159e-07
1999-08-19,-0.013371360975331203,1.7471113527777778e-07
1999-08-20,0.014003733066512591,2.0487229191468256e-05
1999-08-23,0.026202414419537412,0.0003496940120039682
1999-08-24,0.002460033368615111,0.0015320123954325395
1999-08-25,-0.008016931143255857,0.00014407697232142857
1999-08-26,-0.023176777301090468,0.000606810285813492
1999-08-27,-0.016614687778996995,6.392033686111112e-05
1999-08-30,-0.03341251514368837,0.0009300675223214286
1999-08-31,-0.0013329644514681327,0.0006658080515714286
1999-09-01,0.004658696520619898,1.3371908977777776e-06
1999-09-02,-0.019444334024959264,3.155216757396826e-05
1999-09-03,0.04953111709949587,0.00018513257157142855
1999-09-07,-0.027434171042926003,9.671881809920636e-05
1999-09-08,-0.006644853007454543,0.0005370464063492062
1999-09-09,-0.012071908084153371,0.00012966373876587304
1999-09-10,0.007394532098562223,0.00013220966603571429
1999-09-13,-0.009420733424454042,2.620538266765873e-05
1999-09-14,-0.01842484927822685,0.0001290948172857143
1999-09-15,-0.004832459132816602,0.00012813465728571426
1999-09-16,-0.0034666285283866394,0.00027778170209920636
1999-09-17,0.021233629075639637,4.615723214285715e-05
1999-09-20,-0.011664290767485319,4.656749765714285e-06
1999-09-21,-0.015999949429450933,4.579161144444445e-05
1999-09-22,-0.0007014985098829918,0.00023908972857142858
1999-09-23,-0.007749576342992448,0.0015895685343214287
1999-09-24,0.007047411264625936,5.202571032142858e-05
1999-09-27,-0.01699760621820623,0.00021972911644444444
1999-09-28,-0.001429573173174603,0.00046808146311111106
1999-09-29,-0.007178504057085089,8.740340048611112e-06
1999-09-30,0.0199722061059302,0.0003294057667658731
1999-10-01,-0.017094991888983557,0.00016740752077777779
1999-10-04,0.03736803528475097,0.00014782115089285715
1999-10-05,0.004144022425988769,0.0007046677555714286
1999-10-06,0.01708217606779172,3.5557676714325396e-05
1999-10-07,-0.00953023455046953,7.240716825396825e-05
1999-10-08,0.01762750168241256,0.0003777313201428572
1999-10-11,-0.01081068336039337,6.481488573015873e-05
1999-10-12,-0.019204882082005437,5.904896914682539e-05
1999-10-13,-0.030230963027583435,0.0003664189866706349
1999-10-14,-0.0014286405538563862,0.0007377352919999999
1999-10-15,-0.0460772512421177,0.0005538560700357142
1999-10-18,0.031677904069648655,0.00037670604543253976
1999-10-19,0.02081217362900656,0.000439589184765873
1999-10-20,0.01759981989537618,0.00015865715125396826
1999-10-21,0.004872638749898073,0.00019214556432142857
1999-10-22,0.040822111608222134,0.00024203060009920634
1999-10-25,-0.00870390382004338,0.0003290034433373016
1999-10-26,-0.015588366690464373,0.0003526996205714286
1999-10-27,0.04800895984563747,0.0005939344915714285
1999-10-28,0.0685583571618662,0.00034865343876587296
1999-10-29,-0.005485844484471425,0.00030885964374999995
1999-11-01,-0.01229972380256461,5.824622781349206e-05
1999-11-02,-0.0012386029115782904,0.0004290265907301587
1999-11-03,-0.004346575821896348,2.9299610744444445e-06
1999-11-04,0.011753455319342798,4.049058003571429e-05
1999-11-05,0.024302653257476603,0.00016959243214285716
1999-11-08,-0.00541635683394448,2.1705909943214287e-05
1999-11-09,-0.019501712293494844,0.00041215519557142856
1999-11-10,-0.015503125592063238,8.241490781349205e-05
1999-11-11,-0.00564087628614951,2.245417286706349e-08
1999-11-12,0.04245440317200533,0.0001226260814325397
1999-11-15,-0.0006022090968098581,3.308914980571429e-07
1999-11-16,0.026763183802232415,0.00026778576003571425
1999-11-17,-0.021353042816873558,8.7797916765873e-05
1999-11-18,-0.003002433789562442,0.00023699429334920634
1999-11-19,-0.015147230208612417,4.548860458730158e-05
1999-11-22,-0.003669981828606783,3.355832054003968e-05
1999-11-23,-0.016059343683399785,0.00012856428581349205
1999-11-24,-0.011901007623960957,3.20925087e-06
1999-11-26,-0.0069553519636915695,9.008391889285713e-05
1999-11-29,-0.024407576586645607,6.046698603571428e-05
1999-11-30,0.016763701770170503,0.0002984318858134921
1999-12-01,-0.007701955181325548,0.00019132911603571428
1999-12-02,0.004500026383464917,0.00011907637728571426
1999-12-03,0.023456444482646166,0.00013877923048015876
1999-12-06,-0.027312437240229137,0.00015814181603571428
1999-12-07,-0.001933586505331597,1.1277734414285715e-06
1999-12-08,-0.02416040355898419,0.00010687207889285716
1999-12-09,0.01443598888452824,0.00018108533492063495
1999-12-10,0.017436746335382836,8.412097781349206e-05
1999-12-13,-0.011590596627784944,1.7529345625396822e-08
1999-12-14,-0.02425559829349533,5.9119664142857145e-05
1999-12-15,-0.0026581015952338305,4.608346303214285e-06
1999-12-16,-0.0222004869330803,0.00014284109157142858
1999-12-17,0.007737263625611668,9.635241003571427e-05
1999-12-20,-0.008163003329459961,0.000149802216015873
1999-12-21,0.01894481842046103,0.00025921288714682544
1999-12-22,0.0,1.2746342440634922e-05
1999-12-23,0.015957191275761673,8.296826673015873e-05
1999-12-27,-0.007946520594280582,0.0003411824142857143
1999-12-28,-0.003997478922565634,7.434027008928572e-06
1999-12-29,0.009963240752540958,0.00010020284458730159
1999-12-30,0.004616386403784478,0.0001412090171468254
1999-12-31,0.0006572138594287402,0.00029129490514285714
2000-01-03,-0.038194851195130664,0.0005933451155714286
2000-01-04,-0.044700686120075606,0.00015908909157142856
2000-01-05,-0.007888092431981075,0.00043009718858730164
2000-01-06,0.042979673890973125,0.0005086952755714286
2000-01-07,0.016416463885157384,0.00010953241000396826
2000-01-10,-0.017796859312701585,0.00024916203543253964
2000-01-11,-0.01671354423384752,9.937220839682539e-05
2000-01-12,0.019472006872365277,6.284209906349208e-05
2000-01-13,0.02985307824479433,7.584548611111112e-05
2000-01-14,0.023126223101223697,0.0007186931588928571
2000-01-18,-0.03387913939930831,0.0001922206670634921
2000-01-19,-0.0033841322173429056,0.00023278687781349208
2000-01-20,-0.018474492367884565,0.0002901091565714286
2000-01-21,-0.012508767369121543,0.0003603930755714286
2000-01-24,-0.018349074683710498,0.00039137858134920636
2000-01-25,0.010626586650331227,0.00015686898006349206
2000-01-26,0.03667029468622518,0.0002110374338134921
2000-01-27,0.010810621050244773,4.48063e-05
2000-01-28,-0.035571859109869486,0.00020490555434920634
2000-01-31,0.027474702193988065,0.0002532034333373016
2000-02-01,0.0054053551813120215,0.00011423369400396827
2000-02-02,-0.01015901252115503,0.00015831772857142858
2000-02-03,-0.006146011888052971,0.0005368654012857143
2000-02-04,-0.010327134940959937,0.00015266385667063494
2000-02-07,-0.010434466618353344,3.775626318765873e-05
2000-02-08,0.01112637839247288,5.461711557142858e-07
2000-02-09,-0.023793861612419587,0.00021455690744444445
2000-02-10,-0.028008649302881494,0.00029923118414285717
2000-02-11,0.0021821490389992704,0.0003316367060357143
2000-02-14,0.008683156721883023,0.0001328768814325397
2000-02-15,0.0014401128540639796,0.00018775256067063488
2000-02-16,-0.021084033985564243,0.00024413041728571432
2000-02-17,-0.012569459419022433,0.0006705530438134922
2000-02-18,-0.03636787563859745,0.00023804085809920635
2000-02-22,0.009216785391403803,0.0006711959040634921
2000-02-23,-0.003829803490582151,0.00037462065876587306
2000-02-24,-0.02093906894133024,0.00028537757500000005
2000-02-25,-0.006288767016362495,0.000285645808
2000-02-28,0.03182208854504509,0.0005881119473373016
2000-02-29,0.006851528310553245,0.0001441904142857143
2000-03-01,0.013565201209734479,0.000217599684765873
2000-03-02,-0.006006416722373675,0.00011095843289285716
2000-03-03,0.008995597059842542,0.00027923036014285715
2000-03-06,-0.009748546574012362,8.137965089285714e-05
2000-03-07,-0.030607222432161407,0.00019736208014285714
2000-03-08,-0.011723096539783207,0.00026279724192063494
2000-03-09,0.005488052667702359,0.00018738158414285713
2000-03-10,0.0031223813996796856,1.222747554325397e-08
2000-03-13,0.010081287132644334,0.0006577443645873015
2000-03-14,-0.003865333761138956,0.0003710082135873016
2000-03-15,0.05939418263635554,0.0005811937333492064
2000-03-16,0.08262166177894015,0.0003960157500992064
2000-03-17,0.00029680735602921615,0.0003653104560357142
2000-03-20,-0.01906091448243652,0.0004304029453373016
2000-03-21,0.035778149143565585,0.0007039422014325397
2000-03-22,0.008583618832436635,9.750969657142858e-05
2000-03-23,0.034251937722596715,0.0005829262935873016
2000-03-24,0.011371507346832121,0.00035823416573015874
2000-03-27,-0.033209288236474954,0.00043312555803571423
2000-03-28,0.007761998950454707,0.0006466857488928573
2000-03-29,-0.007761998950454707,0.0002828631912539683
2000-03-30,0.0019465342124007634,0.00021583955714285716
2000-03-31,0.006459395102467624,0.000125336324765873
2000-04-03,0.04716473395810672,0.00020051268003571426
2000-04-04,-0.04074577138296798,0.0023529000015873017
2000-04-05,-0.007707238217470103,0.0002045378135873016
2000-04-06,0.010901255690847655,6.467802733730159e-05
2000-04-07,-0.02061955537288629,0.0003141630035714286
2000-04-10,0.02824315957353285,0.0006394206437500001
2000-04-11,0.012578745207816766,0.0001421477786706349
2000-04-12,0.004365460094350571,0.0007606914017500001
2000-04-13,-0.026482885421923452,0.00012191280448015871
2000-04-14,-0.08463271803438133,0.0009657835273373017
2000-04-17,0.008310203167771313,0.00036831459657142855
2000-04-18,0.03922090575694437,0.0006529097743214286
2000-04-19,-0.013351206808347449,0.00011950157232142856
2000-04-20,0.018641703979534352,0.00017296097432142855
2000-04-24,0.02346927744465832,0.0005318009295277778
2000-04-25,0.030459259821393303,0.0002266004578134921
2000-04-26,-0.020202349408463327,0.0001279692781111111
2000-04-27,-0.02061955537288629,0.000284518376015873
2000-04-28,0.02061955537288629,0.0007219223360158731
2000-05-01,-0.02257432741448495,0.0009043850445873015
2000-05-02,-0.00983329392056298,2.0310319565714284e-05
2000-05-03,-0.01794619442858103,0.0005973691114325396
2000-05-04,-0.015546203988706875,3.869173924480159e-05
2000-05-05,0.006788620520691069,9.344617867063494e-05
2000-05-08,0.019430990753769084,0.0005465596165714286
2000-05-09,-0.002657997742910645,0.00022708812857142853
2000-05-10,-0.026973831178956242,0.0005914653680992063
2000-05-11,0.029631828921866887,0.00016823173889285716
2000-05-12,0.01121744094995858,5.819431667063492e-05
2000-05-15,0.043653346401007376,0.0003905316035714285
2000-05-16,-0.00566970648072207,0.00019792887125396827
2000-05-17,-0.01720307998703774,5.9287370480158735e-05
2000-05-18,0.012771679101251099,0.00010493249114682542
2000-05-19,-0.01792677339371629,0.00023703890486111113
2000-05-22,0.012837501887134728,0.0003537462099206349
2000-05-23,0.006357435687216917,7.64578700357143e-05
2000-05-24,0.012593889028722494,0.0006573050003968254
2000-05-25,-0.025349357130219463,0.000666865014765873
2000-05-26,-0.0038588779986499233,0.0003485287682539683
2000-05-30,0.02040875148270027,3.057398306035714e-05
2000-05-31,0.01192442287090767,1.3812321453373017e-05
2000-06-01,0.03252753225096061,0.0004197661015873015
2000-06-02,0.040241985920282275,0.00018056014325396825
2000-06-05,-0.02288142647547442,0.00021875533373015874
2000-06-06,-0.022203080019797206,0.00033797851428571423
2000-06-07,0.01445799527590097,0.00015056339432142855
2000-06-08,-0.01688792807882722,0.00018269102867063495
2000-06-09,-0.01717841732500247,0.0002637416762539682
2000-06-12,0.008626208716704387,1.903033968396825e-05
2000-06-13,-0.0012273802958344682,0.0001879891417301587
2000-06-14,0.017052042282048152,5.178608003571429e-05
2000-06-15,-0.023831978168820545,0.0007285622273373016
2000-06-16,-0.04794214076553116,0.00041066026289285714
2000-06-19,0.02570874784436583,0.0003562790943214286
2000-06-20,-0.012771482856613225,8.364326781349207e-05
2000-06-21,-0.007742368262522614,0.00012462926174999997
2000-06-22,-0.0006479179645024757,9.716662857142857e-05
2000-06-23,-0.007153981980178692,0.00014839152432142856
2000-06-26,0.015544268207203782,8.31324528611111e-07
2000-06-27,0.00959318809690668,1.0599732099206349e-05
2000-06-28,-0.007667142540994654,8.63846700357143e-05
2000-06-29,-0.0006414456488919029,8.894199809920635e-05
2000-06-30,-0.024693246291213278,0.0007981093135873015
2000-07-03,0.01825368091576296,0.00034340845486111114
2000-07-05,0.010922008779693293,0.00020667675657142856
2000-07-06,0.007638250374080613,0.0002545665015873016
2000-07-07,0.016976625282965507,1.1947202190634921e-05
2000-07-10,0.0024911183786233693,7.846707603571428e-05
2000-07-11,0.004962406467798441,7.172160603571428e-07
2000-07-12,0.014131998666748302,5.703909476587301e-05
2000-07-13,-0.009809482622845422,9.516515714285715e-05
2000-07-14,0.016498879845394665,0.00011884002744444447
2000-07-17,-0.018967250014813253,0.00035221473781349205
2000-07-18,0.001851924211318412,3.513410217920635e-05
2000-07-19,-0.003706070085802704,4.5896535813492063e-07
2000-07-20,0.02505473382520984,0.000672609973813492
2000-07-21,-0.003022322406261768,0.00015762731911111113
2000-07-24,0.006035168923768541,0.00026693495873015866
2000-07-25,0.0018033162406974057,1.0659209733492064e-05
2000-07-26,-0.004816162758204179,4.273676876587301e-05
2000-07-27,0.003012846517506773,3.890291493587302e-05
2000-07-28,-0.021898606611507443,0.00014629942889285717
2000-07-31,0.017073729948291927,1.3792990152539683e-05
2000-08-01,0.006628192903912922,1.4450520214325397e-05
2000-08-02,-0.0012017756767779275,3.5067446143214286e-05
2000-08-03,0.026113951451907536,0.00017060790914285716
2000-08-04,0.03793572564103087,0.0002349949833373016
2000-08-07,0.0028157305114642206,0.00017696884001587303
2000-08-08,0.0,5.6006657146825405e-05
2000-08-09,-0.006771551111365071,0.0006052161188928573
2000-08-10,-0.005678676022217832,9.816893343253969e-05
2000-08-11,0.015259427297305894,6.568501448015872e-05
2000-08-14,0.012816666372259533,0.0003478470035714286
2000-08-15,-0.018441597047446745,0.00011077006200396826
2000-08-16,-0.011914789149918725,0.00021946960289285713
2000-08-17,0.01304253042989112,0.00013281008432142858
2000-08-18,-0.007351484265026631,1.9237608543214286e-05
2000-08-21,0.007914187759939129,0.000114286216015873
2000-08-22,0.010641617976231199,0.00010319744114682538
2000-08-23,-0.012896272247639562,5.667240089285715e-05
2000-08-24,-0.0016941250153390541,2.58080240015873e-06
2000-08-25,-0.013659644378415603,0.0001423446222857143
2000-08-28,0.01873370940174235,0.00011157640128571428
2000-08-29,-0.010174843769557906,0.0007613726215277778
2000-08-30,0.009049558032978577,0.0002736750515714286
2000-08-31,0.025571225069132897,0.0005075990202539684
2000-09-01,-0.016602074764511254,0.0001254760015873016
2000-09-05,0.012201830156415738,3.564751022285715e-05
2000-09-06,0.007687784836434286,0.00011724262209920636
2000-09-07,-0.008238900263953575,2.2899166933968255e-05
2000-09-08,0.022362227960818437,0.0003397922019206349
2000-09-11,0.019760611805415884,5.804352128571428e-05
2000-09-12,-0.0015878187248716813,0.00010563444577777777
2000-09-13,-0.006376215061627111,9.115973157142858e-05
2000-09-14,-0.00373835369709985,3.908732820571428e-05
2000-09-15,-0.01643170449924325,0.00011290180803571428
2000-09-18,-0.03384519358548399,0.0001310042580357143
2000-09-19,0.021218161223389487,0.00011954978134920635
2000-09-20,-0.014469646865728159,0.000481041067063492
2000-09-21,-0.011273605800579567,0.0004389079378134921
2000-09-22,0.019090782847414278,0.00023456256200396827
2000-09-25,0.016000735357040163,0.00029270935575
2000-09-26,-0.006590298750031476,3.428409111253968e-07
2000-09-27,0.0005510049648691506,6.469221333730158e-05
2000-09-28,0.025015255881772447,0.00016687815381349205
2000-09-29,-0.0032277504873290397,0.00024189929525396828
2000-10-02,0.013911878475532102,0.0004560545478134921
2000-10-03,-0.0010635703112815698,2.0679799493492063e-05
2000-10-04,-0.012848308164250533,9.077160733730157e-05
2000-10-05,0.009652293982695515,2.1970202133968256e-05
2000-10-06,-0.04251405164068478,0.0004152404933492063
2000-10-09,-0.015712936041174963,4.288102501587302e-05
2000-10-10,-0.029270145371409928,0.0006032681333492064
2000-10-11,0.0017458200394071532,0.0010951296014325396
2000-10-12,-0.0598983188705855,0.0014015009005714286
2000-10-13,0.05055269642729332,0.001033855710035714
2000-10-16,0.008763712776896249,0.00011552869792063492
2000-10-17,-0.027722156644384377,0.0007246228028928572
2000-10-18,-0.011428419266052092,0.0008225247467301589
2000-10-19,0.04610728646125439,0.000293047867063492
2000-10-20,0.004036031012634389,2.803074176670635e-07
2000-10-23,-0.01682681792548557,5.969940089285714e-05
2000-10-24,0.024849639673807378,0.0004288517661944445
2000-10-25,0.0056910866141923755,0.00036563320248015875
2000-10-26,-0.032884121323215165,0.000690644801015873
2000-10-27,0.03231678039556396,0.00045507572003571436
2000-10-30,0.035698003162795366,0.000285992994765873
2000-10-31,0.008185440934469046,0.00021219206381349208
2000-11-01,-0.004357562773182,8.644791432142858e-05
2000-11-02,0.004901083166267917,2.1771348071468253e-05
2000-11-03,-0.0027192955398436247,1.8836244801587303e-06
2000-11-06,0.01352490383443783,8.692180952777777e-05
2000-11-07,-0.00323014557795398,4.2429287337301586e-05
2000-11-08,-0.017949650338144885,0.0005110223362539683
2000-11-09,0.007109957917272869,0.0005203865580992062
2000-11-10,-0.010959625446183452,0.00017516337144444445
2000-11-13,-0.023976128011504727,0.00044870694533730155
2000-11-14,0.005627651818151946,0.000388452936015873
2000-11-15,-0.00788770714649889,0.00022851048025396823
2000-11-16,-0.0033995850724322096,2.5621749999999997e-06
2000-11-17,-0.007976341294181122,0.0008897027420992064
2000-11-20,-0.03020040358809739,0.00035254584114682543
2000-11-21,0.002355887913598753,0.0003541562700357142
2000-11-22,-0.02441346235720321,0.00011892244839682538
2000-11-24,0.007207038725695281,5.580694809920636e-07
2000-11-27,0.01367097634501091,1.4797891147658729e-05
2000-11-28,0.010568777522081962,9.79665960142857e-06
2000-11-29,0.024237321181861837,0.00018496461434920635
2000-11-30,-0.004571494826624889,0.0007777641715277779
2000-12-01,-0.005744302201134754,0.00011529995575
2000-12-04,-0.0046184410639691365,4.916456692063493e-05
2000-12-05,0.04082243607637137,0.00040954530768253964
2000-12-06,-0.004454746415503141,0.0021541809912539686
2000-12-07,0.0022292750957007,0.00017419260009920637
2000-12-08,0.028542172662883836,2.22349054375e-05
2000-12-11,0.00808338544527798,0.00010806845486111111
2000-12-12,-0.011878455659069864,2.493117013587302e-09
2000-12-13,0.0005432251391375154,0.00019447530209920633
2000-12-14,-0.029195629526373335,0.00024490466003571434
2000-12-15,-0.004164716960769699,0.00019487081906349206
2000-12-18,0.02887484019307429,0.00014764810977777778
2000-12-19,-0.011007078879108345,0.00044931563114682533
2000-12-20,-0.009452212587986786,4.4768358035714285e-05
2000-12-21,0.02319274960306572,0.0001989582515714286
2000-12-22,0.008154046663049641,5.3853512003968256e-05
2000-12-26,0.01770934479425401,7.242110575e-05
2000-12-27,0.006362069338209597,6.68078631111111e-05
2000-12-28,0.009992555396538094,0.00012427788476587298
2000-12-29,-0.01210847141889504,0.00013222270414285715
2001-01-02,-0.02847367324881489,0.00043183386477777777
2001-01-03,0.05254606828450781,0.003690858302480159
2001-01-04,-0.01773687694184245,0.0006895592251428571
2001-01-05,-0.02127703717321827,0.0019430002682539686
2001-01-08,-0.01026755726122408,0.0001970736833373016
2001-01-09,-0.016981846715018012,0.00014993640143253967
2001-01-10,0.01643787987815326,0.00021221225200000003
2001-01-11,0.00217171580729536,0.00014655250248015876
2001-01-12,-0.0191625448192978,0.00018943256406349205
2001-01-16,0.01753479584886719,0.0005380921612857143
2001-01-17,0.0016277489704306092,0.000152400892
2001-01-18,-0.014749567720416135,7.460089809920636e-05
2001-01-19,-0.0071806300940120416,0.00013742746514285717
2001-01-22,0.017582504064149518,0.0003896009876825397
2001-01-23,0.00975650414021434,0.0001013423700357143
2001-01-24,0.00591556625669698,7.559552573015873e-05
